61,4.06,
99,3.142,
100,3.089,
102,3.036,
104,2.978,
106,2.931,
108,2.886,
109,2.838,
111,2.790,
113,2.742,
115,2.693,
117,2.642,
118,2.590,
120,2.537,
122,2.482,
124,2.437,
126,2.393,
127,2.349,
129,2.304,
131,2.255,
133,2.212,
135,2.167,
203,0.883,
